user_id,user_url,funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
pieman6124,http://steamcommunity.com/id/pieman6124,,"Posted July 26, 2014.","Last edited July 27, 2014.",224540,0 of 1 people (0%) found this review helpful,True,2
76561198035642590,http://steamcommunity.com/profiles/76561198035642590,,"Posted May 28, 2015.",,292030,3 of 4 people (75%) found this review helpful,True,1
76561198053856103,http://steamcommunity.com/profiles/76561198053856103,,Posted July 17.,,440,0 of 1 people (0%) found this review helpful,True,1
76561198066292866,http://steamcommunity.com/profiles/76561198066292866,,Posted February 22.,,8870,3 of 4 people (75%) found this review helpful,True,1
piiggy,http://steamcommunity.com/id/piiggy,,"Posted December 20, 2013.",,440,1 of 1 people (100%) found this review helpful,True,2
76561198073525052,http://steamcommunity.com/profiles/76561198073525052,,"Posted September 6, 2014.",,266430,No ratings yet,True,2
76561198065484906,http://steamcommunity.com/profiles/76561198065484906,,Posted June 1.,,233450,No ratings yet,True,1
MrLilToast,http://steamcommunity.com/id/MrLilToast,,"Posted January 6, 2014.",,440,0 of 1 people (0%) found this review helpful,True,2
76561198071091263,http://steamcommunity.com/profiles/76561198071091263,,"Posted October 24, 2015.",,301520,0 of 2 people (0%) found this review helpful,True,2
76561198070509391,http://steamcommunity.com/profiles/76561198070509391,,"Posted April 3, 2015.",,113400,0 of 1 people (0%) found this review helpful,True,1
76561198044383808,http://steamcommunity.com/profiles/76561198044383808,,"Posted October 23, 2015.","Last edited October 23, 2015.",319630,No ratings yet,True,1
76561198073062456,http://steamcommunity.com/profiles/76561198073062456,,"Posted October 27, 2014.",,440,No ratings yet,True,2
76561198066919836,http://steamcommunity.com/profiles/76561198066919836,1 person found this review funny,Posted March 26.,,236370,2 of 5 people (40%) found this review helpful,True,2
candycornvampirism,http://steamcommunity.com/id/candycornvampirism,,"Posted December 22, 2014.",,204300,No ratings yet,True,2
Friendly_Hoovey,http://steamcommunity.com/id/Friendly_Hoovey,,"Posted July 13, 2012.",,440,1 of 1 people (100%) found this review helpful,True,2
ThisMexicunt,http://steamcommunity.com/id/ThisMexicunt,,"Posted May 6, 2015.",,730,No ratings yet,True,2
76561198047937193,http://steamcommunity.com/profiles/76561198047937193,,"Posted December 18, 2013.",,219740,No ratings yet,True,2
76561198022745261,http://steamcommunity.com/profiles/76561198022745261,,"Posted January 7, 2014.",,440,1 of 1 people (100%) found this review helpful,True,1
76561198045242807,http://steamcommunity.com/profiles/76561198045242807,,Posted January 30.,,200510,No ratings yet,True,1
nexoses,http://steamcommunity.com/id/nexoses,,"Posted June 30, 2014.",,49520,3 of 4 people (75%) found this review helpful,True,1
stirlingsilverfilms,http://steamcommunity.com/id/stirlingsilverfilms,,"Posted February 28, 2015.",,247730,No ratings yet,False,1
souedu,http://steamcommunity.com/id/souedu,12 people found this review funny,Posted August 11.,,570,20 of 32 people (63%) found this review helpful,True,1
Pink_Gib,http://steamcommunity.com/id/Pink_Gib,,"Posted January 11, 2015.",,49520,No ratings yet,True,2
76561198047950481,http://steamcommunity.com/profiles/76561198047950481,,"Posted March 18, 2014.",,107800,1 of 2 people (50%) found this review helpful,True,0
76561198039483841,http://steamcommunity.com/profiles/76561198039483841,9 people found this review funny,"Posted January 27, 2015.",,230410,4 of 4 people (100%) found this review helpful,True,1
kiezi101,http://steamcommunity.com/id/kiezi101,,"Posted December 30, 2013.","Last edited May 9, 2015.",221100,1 of 2 people (50%) found this review helpful,True,2
76561198056579186,http://steamcommunity.com/profiles/76561198056579186,,"Posted March 16, 2014.",,4000,No ratings yet,True,0
76561198062130309,http://steamcommunity.com/profiles/76561198062130309,,Posted March 3.,,385710,No ratings yet,True,1
76561198041906216,http://steamcommunity.com/profiles/76561198041906216,1 person found this review funny,Posted February 8.,,391540,1 of 1 people (100%) found this review helpful,True,1
AedanBlaze,http://steamcommunity.com/id/AedanBlaze,,"Posted February 4, 2014.",,208090,2 of 3 people (67%) found this review helpful,True,2
76561197996328974,http://steamcommunity.com/profiles/76561197996328974,,"Posted June 25, 2014.",,247730,1 of 1 people (100%) found this review helpful,False,1
Pissbrains,http://steamcommunity.com/id/Pissbrains,1 person found this review funny,"Posted December 2, 2015.",,35450,2 of 2 people (100%) found this review helpful,True,2
pitmania,http://steamcommunity.com/id/pitmania,,"Posted November 28, 2013.",,4000,No ratings yet,True,1
pixelonsteam,http://steamcommunity.com/id/pixelonsteam,,Posted March 12.,,292030,0 of 1 people (0%) found this review helpful,True,2
76561198063459358,http://steamcommunity.com/profiles/76561198063459358,,Posted June 21.,,291550,1 of 1 people (100%) found this review helpful,True,2
rickoning,http://steamcommunity.com/id/rickoning,144 people found this review funny,"Posted September 6, 2015.",,359050,127 of 161 people (79%) found this review helpful,True,0
spaggethi-senpai,http://steamcommunity.com/id/spaggethi-senpai,,"Posted March 15, 2014.",,200210,No ratings yet,True,1
314155156915923,http://steamcommunity.com/id/314155156915923,,Posted April 2.,,356510,1 of 4 people (25%) found this review helpful,True,1
Mysticmoo,http://steamcommunity.com/id/Mysticmoo,1 person found this review funny,"Posted December 2, 2013.",,230410,0 of 3 people (0%) found this review helpful,False,2
76561198115350277,http://steamcommunity.com/profiles/76561198115350277,,Posted July 10.,,107410,0 of 1 people (0%) found this review helpful,True,2
Pzop,http://steamcommunity.com/id/Pzop,1 person found this review funny,Posted April 30.,,417750,17 of 22 people (77%) found this review helpful,True,2
pickaxekritz,http://steamcommunity.com/id/pickaxekritz,,"Posted August 31, 2015.",,304930,No ratings yet,True,1
76561198063128416,http://steamcommunity.com/profiles/76561198063128416,2 people found this review funny,Posted May 17.,,238460,3 of 4 people (75%) found this review helpful,True,1
gimmedepussyplsboss,http://steamcommunity.com/id/gimmedepussyplsboss,,"Posted October 19, 2015.",,730,1 of 1 people (100%) found this review helpful,True,2
gommbamario,http://steamcommunity.com/id/gommbamario,,"Posted June 23, 2014.",,570,2 of 2 people (100%) found this review helpful,True,2
76561198093970444,http://steamcommunity.com/profiles/76561198093970444,,"Posted May 12, 2015.",,302830,No ratings yet,True,2
plainxd,http://steamcommunity.com/id/plainxd,,Posted June 22.,,440,No ratings yet,True,0
plasmakat,http://steamcommunity.com/id/plasmakat,,"Posted July 17, 2013.","Last edited August 28, 2015.",218680,1 of 1 people (100%) found this review helpful,True,2
Plasticbrotha,http://steamcommunity.com/id/Plasticbrotha,,"Posted June 25, 2014.",,252490,0 of 2 people (0%) found this review helpful,True,2
HerpFullOfDerp,http://steamcommunity.com/id/HerpFullOfDerp,92 people found this review funny,"Posted February 10, 2015.",,312990,67 of 84 people (80%) found this review helpful,True,0
gohangasalami_imalasagnahog,http://steamcommunity.com/id/gohangasalami_imalasagnahog,,"Posted December 12, 2012.",,207490,No ratings yet,True,2
abcdefghijklmnopqrstuvwxyzyes,http://steamcommunity.com/id/abcdefghijklmnopqrstuvwxyzyes,,"Posted September 22, 2015.",,730,No ratings yet,True,2
iWantDat1,http://steamcommunity.com/id/iWantDat1,,Posted August 23.,,391540,0 of 1 people (0%) found this review helpful,True,0
deranked,http://steamcommunity.com/id/deranked,,"Posted November 25, 2015.",Last edited August 25.,730,No ratings yet,False,2
76561198133746607,http://steamcommunity.com/profiles/76561198133746607,,"Posted February 14, 2015.",,4000,1 of 1 people (100%) found this review helpful,True,2
76561198090240161,http://steamcommunity.com/profiles/76561198090240161,,Posted September 6.,,381210,1 of 1 people (100%) found this review helpful,False,0
playertheslayer,http://steamcommunity.com/id/playertheslayer,,"Posted September 30, 2014.",,730,1 of 1 people (100%) found this review helpful,True,0
skelaxum,http://steamcommunity.com/id/skelaxum,,"Posted September 25, 2013.",,107410,No ratings yet,True,2
76561198088568935,http://steamcommunity.com/profiles/76561198088568935,,"Posted July 14, 2015.",,4700,2 of 3 people (67%) found this review helpful,True,1
becausenobodylikesdefaulturls,http://steamcommunity.com/id/becausenobodylikesdefaulturls,9 people found this review funny,"Posted September 4, 2014.",,70300,7 of 12 people (58%) found this review helpful,True,1
76561198054662553,http://steamcommunity.com/profiles/76561198054662553,,"Posted November 4, 2015.",,440,1 of 1 people (100%) found this review helpful,True,1
76561198106609214,http://steamcommunity.com/profiles/76561198106609214,1 person found this review funny,"Posted February 19, 2015.",,262410,2 of 3 people (67%) found this review helpful,True,2
76561198061363239,http://steamcommunity.com/profiles/76561198061363239,,"Posted May 20, 2015.",,3900,No ratings yet,True,2
DuBsTeRs1,http://steamcommunity.com/id/DuBsTeRs1,,Posted April 19.,Last edited June 28.,252490,No ratings yet,True,2
Pocardus,http://steamcommunity.com/id/Pocardus,,"Posted October 31, 2014.",,214490,1 of 4 people (25%) found this review helpful,True,0
loracidical,http://steamcommunity.com/id/loracidical,,"Posted November 6, 2014.",,218620,0 of 1 people (0%) found this review helpful,True,2
pogapog,http://steamcommunity.com/id/pogapog,,"Posted June 23, 2015.",,203160,No ratings yet,True,2
evolic,http://steamcommunity.com/id/evolic,,Posted July 19.,,252950,No ratings yet,True,2
modedickson,http://steamcommunity.com/id/modedickson,,"Posted January 18, 2015.",,7670,No ratings yet,True,2
ElMessias,http://steamcommunity.com/id/ElMessias,,"Posted May 23, 2015.",,730,0 of 1 people (0%) found this review helpful,True,1
76561198067751993,http://steamcommunity.com/profiles/76561198067751993,,"Posted November 6, 2015.",,440,No ratings yet,True,2
POISON_OAK,http://steamcommunity.com/id/POISON_OAK,,"Posted February 8, 2014.",,220,1 of 1 people (100%) found this review helpful,True,2
poiyuk,http://steamcommunity.com/id/poiyuk,1 person found this review funny,"Posted December 26, 2015.",,250900,1 of 1 people (100%) found this review helpful,True,1
PoKeVGL,http://steamcommunity.com/id/PoKeVGL,,"Posted January 3, 2014.",,207140,No ratings yet,True,1
pokefam,http://steamcommunity.com/id/pokefam,,"Posted May 8, 2015.","Last edited September 5, 2015.",730,0 of 1 people (0%) found this review helpful,False,1
76561198131090970,http://steamcommunity.com/profiles/76561198131090970,,Posted March 3.,,346110,0 of 2 people (0%) found this review helpful,True,1
imarockerbtw,http://steamcommunity.com/id/imarockerbtw,,Posted July 8.,,440,1 of 3 people (33%) found this review helpful,False,1
Polaa,http://steamcommunity.com/id/Polaa,,"Posted October 11, 2015.",,730,No ratings yet,True,2
76561198068601535,http://steamcommunity.com/profiles/76561198068601535,,"Posted March 18, 2014.",,17390,1 of 2 people (50%) found this review helpful,True,2
76561198053963927,http://steamcommunity.com/profiles/76561198053963927,1 person found this review funny,"Posted March 31, 2015.",,255710,3 of 4 people (75%) found this review helpful,True,1
thepolis,http://steamcommunity.com/id/thepolis,,Posted August 12.,,261980,6 of 9 people (67%) found this review helpful,False,0
polygraphsharik,http://steamcommunity.com/id/polygraphsharik,,"Posted May 28, 2014.",,8870,2 of 2 people (100%) found this review helpful,True,1
76561198142457231,http://steamcommunity.com/profiles/76561198142457231,,"Posted October 20, 2014.",,34030,8 of 11 people (73%) found this review helpful,True,1
Cluescroller,http://steamcommunity.com/id/Cluescroller,,"Posted April 5, 2015.",,730,No ratings yet,True,2
poopholder,http://steamcommunity.com/id/poopholder,,"Posted March 14, 2015.",,252490,1 of 1 people (100%) found this review helpful,True,1
76561198075422436,http://steamcommunity.com/profiles/76561198075422436,,"Posted November 21, 2015.",,211820,No ratings yet,True,0
76561198075422436,http://steamcommunity.com/profiles/76561198075422436,,"Posted November 21, 2015.",,211820,No ratings yet,True,0
ThisIsWhereIGetOff,http://steamcommunity.com/id/ThisIsWhereIGetOff,4 people found this review funny,"Posted August 3, 2015.",,356670,10 of 13 people (77%) found this review helpful,True,2
popcornman812,http://steamcommunity.com/id/popcornman812,1 person found this review funny,Posted May 29.,,291550,2 of 2 people (100%) found this review helpful,True,2
76561198064553245,http://steamcommunity.com/profiles/76561198064553245,,"Posted January 20, 2015.",,244850,0 of 1 people (0%) found this review helpful,True,1
76561198070654567,http://steamcommunity.com/profiles/76561198070654567,1 person found this review funny,Posted February 12.,,200210,0 of 1 people (0%) found this review helpful,False,0
76561198070476536,http://steamcommunity.com/profiles/76561198070476536,,"Posted July 30, 2015.",,352950,1 of 2 people (50%) found this review helpful,True,1
PorbusMaximus,http://steamcommunity.com/id/PorbusMaximus,,"Posted April 17, 2014.",,290060,3 of 4 people (75%) found this review helpful,True,1
aganic,http://steamcommunity.com/id/aganic,,"Posted June 8, 2014.",,4920,No ratings yet,True,1
76561198046138768,http://steamcommunity.com/profiles/76561198046138768,,"Posted October 27, 2015.",Last edited May 17.,272890,1 of 3 people (33%) found this review helpful,True,2
TSEpsilon,http://steamcommunity.com/id/TSEpsilon,,"Posted February 9, 2015.",,304930,0 of 1 people (0%) found this review helpful,True,2
PortHashbrown,http://steamcommunity.com/id/PortHashbrown,1 person found this review funny,"Posted October 17, 2015.",,218620,3 of 3 people (100%) found this review helpful,False,1
fussyfusfis,http://steamcommunity.com/id/fussyfusfis,,"Posted October 16, 2015.",,218620,11 of 12 people (92%) found this review helpful,False,2
76561198048312212,http://steamcommunity.com/profiles/76561198048312212,,Posted May 20.,,200260,1 of 2 people (50%) found this review helpful,True,2
smirk_,http://steamcommunity.com/id/smirk_,,"Posted June 22, 2014.",,226700,7 of 8 people (88%) found this review helpful,False,0
grommet,http://steamcommunity.com/id/grommet,,Posted August 23.,,730,1 of 2 people (50%) found this review helpful,True,1
76561198041739032,http://steamcommunity.com/profiles/76561198041739032,15 people found this review funny,"Posted June 20, 2015.",,283960,24 of 36 people (67%) found this review helpful,True,2
e45g4w4t,http://steamcommunity.com/id/e45g4w4t,,"Posted May 2, 2014.",,224260,1 of 1 people (100%) found this review helpful,True,1
GGguy,http://steamcommunity.com/id/GGguy,,"Posted June 28, 2014.",,219150,2 of 2 people (100%) found this review helpful,True,0
Zh3nd,http://steamcommunity.com/id/Zh3nd,,"Posted November 29, 2014.",,730,1 of 2 people (50%) found this review helpful,True,1
76561198045926585,http://steamcommunity.com/profiles/76561198045926585,,"Posted October 17, 2013.",,570,1 of 1 people (100%) found this review helpful,True,1
batata_Craft,http://steamcommunity.com/id/batata_Craft,,"Posted July 17, 2014.",,570,1 of 1 people (100%) found this review helpful,True,1
kikis17,http://steamcommunity.com/id/kikis17,,"Posted March 28, 2013.",,4000,No ratings yet,True,2
trueguess100,http://steamcommunity.com/id/trueguess100,,"Posted June 25, 2014.",,6060,1 of 2 people (50%) found this review helpful,True,1
bonamb,http://steamcommunity.com/id/bonamb,1 person found this review funny,"Posted January 16, 2015.",,8930,2 of 2 people (100%) found this review helpful,True,2
ainulgokil,http://steamcommunity.com/id/ainulgokil,,"Posted July 24, 2014.",,304930,1 of 1 people (100%) found this review helpful,True,1
ThePotaot,http://steamcommunity.com/id/ThePotaot,,Posted April 11.,,232090,1 of 3 people (33%) found this review helpful,True,1
2edgy4youboi,http://steamcommunity.com/id/2edgy4youboi,,Posted July 21.,,17520,3 of 3 people (100%) found this review helpful,True,2
76561198052785886,http://steamcommunity.com/profiles/76561198052785886,,"Posted August 2, 2015.",,24980,2 of 2 people (100%) found this review helpful,True,2
76561198116557265,http://steamcommunity.com/profiles/76561198116557265,,"Posted November 3, 2015.",,218230,No ratings yet,True,1
d0g5_coolpat11,http://steamcommunity.com/id/d0g5_coolpat11,1 person found this review funny,Posted April 17.,,347560,0 of 2 people (0%) found this review helpful,True,2
76561198097488403,http://steamcommunity.com/profiles/76561198097488403,,"Posted November 7, 2014.",,230410,1 of 2 people (50%) found this review helpful,True,1
76561198088795912,http://steamcommunity.com/profiles/76561198088795912,,"Posted July 29, 2015.",,400,No ratings yet,True,1
76561198032545347,http://steamcommunity.com/profiles/76561198032545347,2 people found this review funny,"Posted October 18, 2015.",Last edited January 3.,570,2 of 2 people (100%) found this review helpful,True,1
694201337694201337,http://steamcommunity.com/id/694201337694201337,1 person found this review funny,"Posted October 7, 2015.",,730,1 of 2 people (50%) found this review helpful,True,1
PowerMetalSquid3212,http://steamcommunity.com/id/PowerMetalSquid3212,,"Posted February 1, 2014.",,208090,1 of 1 people (100%) found this review helpful,True,2
76561198086621637,http://steamcommunity.com/profiles/76561198086621637,,Posted June 2.,,222880,No ratings yet,True,1
76561198084578332,http://steamcommunity.com/profiles/76561198084578332,,"Posted December 7, 2013.",,440,1 of 2 people (50%) found this review helpful,True,2
76561198082324709,http://steamcommunity.com/profiles/76561198082324709,,"Posted May 17, 2014.",,219740,No ratings yet,True,1
profit_m8,http://steamcommunity.com/id/profit_m8,,"Posted December 18, 2015.",,730,1 of 1 people (100%) found this review helpful,True,1
76561198073297767,http://steamcommunity.com/profiles/76561198073297767,,"Posted June 2, 2014.",,242760,No ratings yet,True,2
jamessnee1,http://steamcommunity.com/id/jamessnee1,,"Posted August 17, 2015.",,373390,No ratings yet,True,2
76561198051433352,http://steamcommunity.com/profiles/76561198051433352,1 person found this review funny,Posted May 21.,,218620,2 of 3 people (67%) found this review helpful,False,2
76561198085774896,http://steamcommunity.com/profiles/76561198085774896,1 person found this review funny,Posted May 17.,,374320,No ratings yet,True,2
Monazthespaz,http://steamcommunity.com/id/Monazthespaz,,"Posted December 23, 2014.",,220,5 of 46 people (11%) found this review helpful,False,1
Praiseofdeph,http://steamcommunity.com/id/Praiseofdeph,,Posted July 8.,,304430,No ratings yet,True,2
reddeadslayer,http://steamcommunity.com/id/reddeadslayer,,"Posted December 30, 2013.",,230410,No ratings yet,True,2
76561198077442099,http://steamcommunity.com/profiles/76561198077442099,,"Posted November 25, 2013.",,218230,0 of 1 people (0%) found this review helpful,True,2
PrecisionI,http://steamcommunity.com/id/PrecisionI,,"Posted March 3, 2014.",,252490,No ratings yet,True,0
76561198064215349,http://steamcommunity.com/profiles/76561198064215349,,"Posted December 1, 2013.",,244850,1 of 2 people (50%) found this review helpful,True,2
76561198097565503,http://steamcommunity.com/profiles/76561198097565503,,"Posted December 29, 2013.",,440,2 of 2 people (100%) found this review helpful,True,2
76561198036245133,http://steamcommunity.com/profiles/76561198036245133,,"Posted November 1, 2014.",,273350,1 of 1 people (100%) found this review helpful,True,1
premiumbaka,http://steamcommunity.com/id/premiumbaka,1 person found this review funny,Posted January 11.,,306130,1 of 1 people (100%) found this review helpful,True,2
76561198089277054,http://steamcommunity.com/profiles/76561198089277054,,"Posted July 12, 2015.",,304050,No ratings yet,True,1
MAXFAX28,http://steamcommunity.com/id/MAXFAX28,2 people found this review funny,"Posted November 8, 2015.",,251990,5 of 5 people (100%) found this review helpful,True,2
spinarock,http://steamcommunity.com/id/spinarock,,"Posted July 26, 2014.",,222730,No ratings yet,True,0
76561198083972463,http://steamcommunity.com/profiles/76561198083972463,1 person found this review funny,"Posted June 21, 2014.",,440,1 of 1 people (100%) found this review helpful,True,1
PretZalz,http://steamcommunity.com/id/PretZalz,,"Posted January 12, 2015.",,440,No ratings yet,True,0
76561198089788291,http://steamcommunity.com/profiles/76561198089788291,,"Posted September 6, 2014.",,440,No ratings yet,True,1
PrimaBun,http://steamcommunity.com/id/PrimaBun,,"Posted February 17, 2014.",,730,1 of 1 people (100%) found this review helpful,True,2
primenz,http://steamcommunity.com/id/primenz,,"Posted June 22, 2014.",,8930,No ratings yet,True,0
76561198075577878,http://steamcommunity.com/profiles/76561198075577878,,Posted June 17.,,550,No ratings yet,True,0
76561198025489159,http://steamcommunity.com/profiles/76561198025489159,1 person found this review funny,"Posted October 9, 2014.",,214870,9 of 12 people (75%) found this review helpful,True,2
pokemontrainerred,http://steamcommunity.com/id/pokemontrainerred,1 person found this review funny,"Posted August 12, 2014.",,270170,0 of 5 people (0%) found this review helpful,True,1
TheAmityPrincess,http://steamcommunity.com/id/TheAmityPrincess,2 people found this review funny,"Posted June 8, 2014.",,265630,3 of 3 people (100%) found this review helpful,True,0
76561198064474936,http://steamcommunity.com/profiles/76561198064474936,,"Posted August 19, 2014.",,227180,1 of 3 people (33%) found this review helpful,True,1
Podrigo,http://steamcommunity.com/id/Podrigo,,Posted June 17.,,252490,1 of 1 people (100%) found this review helpful,True,1
PriorityPacks,http://steamcommunity.com/id/PriorityPacks,,Posted September 3.,,270880,No ratings yet,True,2
Jay-san,http://steamcommunity.com/id/Jay-san,,"Posted April 13, 2015.",,730,1 of 1 people (100%) found this review helpful,True,0
majin_boo123,http://steamcommunity.com/id/majin_boo123,,"Posted December 31, 2015.",,234710,No ratings yet,False,1
76561198042063898,http://steamcommunity.com/profiles/76561198042063898,1 person found this review funny,"Posted July 30, 2015.",,388090,4 of 15 people (27%) found this review helpful,False,0
Beddington,http://steamcommunity.com/id/Beddington,3 people found this review funny,"Posted April 1, 2015.",,204030,4 of 4 people (100%) found this review helpful,True,2
gooseisthegreatest,http://steamcommunity.com/id/gooseisthegreatest,,"Posted December 12, 2013.",,9480,1 of 1 people (100%) found this review helpful,True,1
76561198070990011,http://steamcommunity.com/profiles/76561198070990011,,"Posted June 22, 2015.",,105450,No ratings yet,True,1
76561198027783576,http://steamcommunity.com/profiles/76561198027783576,,Posted April 11.,,8980,1 of 1 people (100%) found this review helpful,True,0
ProfPoultry,http://steamcommunity.com/id/ProfPoultry,,"Posted May 16, 2014.",,200510,2 of 3 people (67%) found this review helpful,True,0
76561198080600208,http://steamcommunity.com/profiles/76561198080600208,,"Posted April 17, 2015.","Last edited April 19, 2015.",730,1 of 2 people (50%) found this review helpful,True,1
maomerdamaoe,http://steamcommunity.com/id/maomerdamaoe,,Posted February 1.,,440,No ratings yet,True,2
NighTMarE135,http://steamcommunity.com/id/NighTMarE135,,"Posted September 5, 2014.","Last edited November 27, 2015.",230410,1 of 1 people (100%) found this review helpful,True,1
76561198088599132,http://steamcommunity.com/profiles/76561198088599132,,"Posted February 14, 2014.",,252490,No ratings yet,True,2
profile5135,http://steamcommunity.com/id/profile5135,,"Posted December 6, 2015.",,271590,No ratings yet,True,1
theprofitbird,http://steamcommunity.com/id/theprofitbird,1 person found this review funny,"Posted October 6, 2015.",,218620,No ratings yet,True,1
76561198043932615,http://steamcommunity.com/profiles/76561198043932615,,"Posted June 25, 2014.",,730,No ratings yet,True,2
76561198071845101,http://steamcommunity.com/profiles/76561198071845101,,Posted May 4.,,4000,1 of 1 people (100%) found this review helpful,True,1
76561198073259913,http://steamcommunity.com/profiles/76561198073259913,,"Posted July 12, 2015.",,274940,No ratings yet,True,1
proletar666,http://steamcommunity.com/id/proletar666,1 person found this review funny,"Posted December 7, 2014.",,330840,81 of 123 people (66%) found this review helpful,True,1
76561198071598894,http://steamcommunity.com/profiles/76561198071598894,,Posted July 22.,,375910,1 of 5 people (20%) found this review helpful,False,0
76561198089833180,http://steamcommunity.com/profiles/76561198089833180,,Posted February 7.,,218620,4 of 4 people (100%) found this review helpful,False,0
76561198026921632,http://steamcommunity.com/profiles/76561198026921632,,"Posted June 22, 2014.",,297100,8 of 11 people (73%) found this review helpful,False,0
76561198140523000,http://steamcommunity.com/profiles/76561198140523000,,Posted January 27.,,730,No ratings yet,True,2
76561198006421406,http://steamcommunity.com/profiles/76561198006421406,,"Posted July 4, 2014.",,225080,No ratings yet,True,2
76561198081099837,http://steamcommunity.com/profiles/76561198081099837,,"Posted October 8, 2015.",,440,No ratings yet,True,1
76561198103816527,http://steamcommunity.com/profiles/76561198103816527,,"Posted April 24, 2014.",,204300,0 of 1 people (0%) found this review helpful,True,1
littlebeautifulbubu,http://steamcommunity.com/id/littlebeautifulbubu,1 person found this review funny,"Posted November 18, 2015.",,330840,3 of 4 people (75%) found this review helpful,True,0
76561198095816476,http://steamcommunity.com/profiles/76561198095816476,,"Posted February 11, 2014.",,224480,0 of 1 people (0%) found this review helpful,True,1
rofldogsz,http://steamcommunity.com/id/rofldogsz,1 person found this review funny,"Posted October 6, 2015.",,210770,No ratings yet,True,1
PshychedSubstance,http://steamcommunity.com/id/PshychedSubstance,,"Posted November 11, 2015.",,311210,0 of 1 people (0%) found this review helpful,False,1
donkeyinyourface,http://steamcommunity.com/id/donkeyinyourface,1 person found this review funny,Posted February 26.,,322500,0 of 1 people (0%) found this review helpful,True,2
76561198078167501,http://steamcommunity.com/profiles/76561198078167501,,"Posted January 5, 2015.",,212200,0 of 2 people (0%) found this review helpful,False,0
PuppyxKitten,http://steamcommunity.com/id/PuppyxKitten,,"Posted March 27, 2014.",,440,3 of 3 people (100%) found this review helpful,True,1
psyllid,http://steamcommunity.com/id/psyllid,,"Posted June 26, 2015.",,221100,2 of 5 people (40%) found this review helpful,True,1
pikabare,http://steamcommunity.com/id/pikabare,1 person found this review funny,Posted June 26.,,252950,0 of 1 people (0%) found this review helpful,True,2
Carlitosclabounclavito,http://steamcommunity.com/id/Carlitosclabounclavito,,"Posted September 30, 2015.",,322170,No ratings yet,True,1
mmsharpeye,http://steamcommunity.com/id/mmsharpeye,,Posted May 9.,,228880,2 of 2 people (100%) found this review helpful,True,2
76561198043116660,http://steamcommunity.com/profiles/76561198043116660,,"Posted February 7, 2014.",,211820,No ratings yet,True,2
76561198064484479,http://steamcommunity.com/profiles/76561198064484479,,"Posted February 7, 2015.",,22380,8 of 8 people (100%) found this review helpful,True,1
hortiiculture,http://steamcommunity.com/id/hortiiculture,,"Posted November 10, 2014.",,440,9 of 11 people (82%) found this review helpful,True,2
JPONG1010,http://steamcommunity.com/id/JPONG1010,,"Posted February 12, 2014.",,440,1 of 1 people (100%) found this review helpful,True,2
paulooluap4,http://steamcommunity.com/id/paulooluap4,,"Posted August 5, 2014.",,304930,1 of 1 people (100%) found this review helpful,True,0
dontcopythisprofilelink,http://steamcommunity.com/id/dontcopythisprofilelink,,"Posted February 19, 2015.",,333950,1 of 2 people (50%) found this review helpful,True,2
76561198068298463,http://steamcommunity.com/profiles/76561198068298463,,Posted July 28.,,200210,No ratings yet,True,2
pulseeffect,http://steamcommunity.com/id/pulseeffect,,"Posted May 17, 2015.",,255710,1 of 1 people (100%) found this review helpful,True,2
76561198070500519,http://steamcommunity.com/profiles/76561198070500519,,"Posted January 2, 2014.",,238320,1 of 1 people (100%) found this review helpful,True,2
76561198067609823,http://steamcommunity.com/profiles/76561198067609823,,"Posted January 13, 2014.",,265210,No ratings yet,True,1
Fairweather97,http://steamcommunity.com/id/Fairweather97,,"Posted December 22, 2014.",,9480,No ratings yet,True,1
76561198052315177,http://steamcommunity.com/profiles/76561198052315177,,"Posted December 26, 2013.",,440,No ratings yet,True,2
76561198047659670,http://steamcommunity.com/profiles/76561198047659670,1 person found this review funny,Posted January 29.,,391220,3 of 3 people (100%) found this review helpful,True,1
rezubian,http://steamcommunity.com/id/rezubian,3 people found this review funny,"Posted December 3, 2015.",,235580,7 of 14 people (50%) found this review helpful,True,2
76561198026516913,http://steamcommunity.com/profiles/76561198026516913,1 person found this review funny,"Posted February 11, 2015.",,221100,2 of 4 people (50%) found this review helpful,True,2
76561198093961758,http://steamcommunity.com/profiles/76561198093961758,,"Posted June 5, 2015.",,252490,No ratings yet,True,1
76561198070590567,http://steamcommunity.com/profiles/76561198070590567,,"Posted September 23, 2014.",,50130,3 of 3 people (100%) found this review helpful,True,2
purestformation,http://steamcommunity.com/id/purestformation,,"Posted December 4, 2015.",,225540,1 of 1 people (100%) found this review helpful,True,1
76561197960963309,http://steamcommunity.com/profiles/76561197960963309,,"Posted November 12, 2014.",,227940,No ratings yet,True,2
76561198080736898,http://steamcommunity.com/profiles/76561198080736898,,"Posted September 10, 2014.",,570,No ratings yet,True,2
pursanator,http://steamcommunity.com/id/pursanator,,"Posted October 7, 2015.",,233450,3 of 3 people (100%) found this review helpful,True,2
seederers,http://steamcommunity.com/id/seederers,,"Posted October 27, 2014.",,42910,0 of 2 people (0%) found this review helpful,True,1
perrojudio,http://steamcommunity.com/id/perrojudio,,"Posted June 4, 2015.",,730,1 of 1 people (100%) found this review helpful,True,1
assassins_nightmare,http://steamcommunity.com/id/assassins_nightmare,,"Posted September 8, 2014.",,233250,5 of 8 people (63%) found this review helpful,False,1
